fold,train_set,test_set,feature_set,accuracy,f1_weighted,precision_weighted,recall_weighted,kappa,f1_macro,Model,Test_Lang,Features,col
0,bi_bikol_tagalog,bikol_test,xlmr,70.0,0.669,0.7,0.153,0.5135,0.5526666666666666,TGL+BCL,BCL,XLM-R Embdng,BCL | XLM-R Embdng
0,bi_bikol_tagalog,cebuano_test,xlmr,57.1429,0.525,0.571,0.207,0.3405,0.473,TGL+BCL,CEB,XLM-R Embdng,CEB | XLM-R Embdng
0,bi_bikol_tagalog,tagalog_test,all_xlmr,54.717,0.542,0.547,0.234,0.3124,0.5346666666666667,TGL+BCL,TGL,ALL (XLM-R),TGL | ALL (XLM-R)
0,bi_bikol_tagalog,bikol_test,all_xlmr,76.6667,0.747,0.767,0.117,0.6216,0.6513333333333333,TGL+BCL,BCL,ALL (XLM-R),BCL | ALL (XLM-R)
0,bi_bikol_tagalog,cebuano_test,all_xlmr,60.0,0.55,0.6,0.197,0.3782,0.491,TGL+BCL,CEB,ALL (XLM-R),CEB | ALL (XLM-R)
0,bi_cebuano_bikol,tagalog_test,mbert,58.4906,0.628,0.585,0.216,0.3724,0.5576666666666666,BCL+CEB,TGL,mBERT Embdng,TGL | mBERT Embdng
0,bi_cebuano_bikol,bikol_test,mbert,93.3333,0.938,0.933,0.048,0.8895,0.891,BCL+CEB,BCL,mBERT Embdng,BCL | mBERT Embdng
0,bi_cebuano_bikol,cebuano_test,mbert,77.1429,0.771,0.771,0.112,0.6396,0.7366666666666667,BCL+CEB,CEB,mBERT Embdng,CEB | mBERT Embdng
0,bi_cebuano_bikol,tagalog_test,all,54.717,0.592,0.547,0.238,0.3139,0.511,BCL+CEB,TGL,ALL (mBERT),TGL | ALL (mBERT)
0,bi_cebuano_bikol,bikol_test,all,93.3333,0.938,0.933,0.048,0.8895,0.891,BCL+CEB,BCL,ALL (mBERT),BCL | ALL (mBERT)
0,bi_cebuano_bikol,cebuano_test,all,78.5714,0.782,0.786,0.116,0.6586,0.7506666666666666,BCL+CEB,CEB,ALL (mBERT),CEB | ALL (mBERT)
0,bi_cebuano_bikol,tagalog_test,xlmr,47.1698,0.559,0.472,0.267,0.2064,0.4366666666666667,BCL+CEB,TGL,XLM-R Embdng,TGL | XLM-R Embdng
0,bi_cebuano_bikol,bikol_test,xlmr,90.0,0.911,0.9,0.078,0.8315,0.8203333333333332,BCL+CEB,BCL,XLM-R Embdng,BCL | XLM-R Embdng
0,bi_cebuano_bikol,cebuano_test,xlmr,78.5714,0.778,0.786,0.134,0.6566,0.7633333333333333,BCL+CEB,CEB,XLM-R Embdng,CEB | XLM-R Embdng
0,bi_cebuano_bikol,tagalog_test,all_xlmr,50.9434,0.537,0.509,0.246,0.2662,0.4736666666666666,BCL+CEB,TGL,ALL (XLM-R),TGL | ALL (XLM-R)
0,bi_cebuano_bikol,bikol_test,all_xlmr,90.0,0.911,0.9,0.078,0.8315,0.8203333333333332,BCL+CEB,BCL,ALL (XLM-R),BCL | ALL (XLM-R)
0,bi_cebuano_bikol,cebuano_test,all_xlmr,80.0,0.795,0.8,0.121,0.681,0.781,BCL+CEB,CEB,ALL (XLM-R),CEB | ALL (XLM-R)
0,bi_tagalog_cebuano,tagalog_test,mbert,56.6038,0.556,0.566,0.227,0.3382,0.541,CEB+TGL,TGL,mBERT Embdng,TGL | mBERT Embdng
0,bi_tagalog_cebuano,bikol_test,mbert,73.3333,0.783,0.733,0.111,0.5855,0.6923333333333334,CEB+TGL,BCL,mBERT Embdng,BCL | mBERT Embdng
0,bi_tagalog_cebuano,cebuano_test,mbert,84.2857,0.846,0.843,0.083,0.7532,0.84,CEB+TGL,CEB,mBERT Embdng,CEB | mBERT Embdng
0,bi_tagalog_cebuano,tagalog_test,all,58.4906,0.573,0.585,0.216,0.367,0.5556666666666666,CEB+TGL,TGL,ALL (mBERT),TGL | ALL (mBERT)
0,bi_tagalog_cebuano,bikol_test,all,73.3333,0.783,0.733,0.111,0.5855,0.6923333333333334,CEB+TGL,BCL,ALL (mBERT),BCL | ALL (mBERT)
0,bi_tagalog_cebuano,cebuano_test,all,84.2857,0.841,0.843,0.1,0.7495,0.842,CEB+TGL,CEB,ALL (mBERT),CEB | ALL (mBERT)
0,bi_tagalog_cebuano,tagalog_test,xlmr,50.9434,0.506,0.509,0.259,0.2519,0.4756666666666667,CEB+TGL,TGL,XLM-R Embdng,TGL | XLM-R Embdng
0,bi_tagalog_cebuano,bikol_test,xlmr,63.3333,0.819,0.633,0.099,0.4737,0.5986666666666667,CEB+TGL,BCL,XLM-R Embdng,BCL | XLM-R Embdng
0,bi_tagalog_cebuano,cebuano_test,xlmr,82.8571,0.832,0.829,0.109,0.7257,0.8096666666666668,CEB+TGL,CEB,XLM-R Embdng,CEB | XLM-R Embdng
0,bi_tagalog_cebuano,tagalog_test,all_xlmr,49.0566,0.487,0.491,0.266,0.2248,0.4523333333333333,CEB+TGL,TGL,ALL (XLM-R),TGL | ALL (XLM-R)
0,bi_tagalog_cebuano,bikol_test,all_xlmr,60.0,0.796,0.6,0.118,0.4286,0.559,CEB+TGL,BCL,ALL (XLM-R),BCL | ALL (XLM-R)
0,bi_tagalog_cebuano,cebuano_test,all_xlmr,80.0,0.809,0.8,0.118,0.6822,0.7746666666666666,CEB+TGL,CEB,ALL (XLM-R),CEB | ALL (XLM-R)
0,all_languages,tagalog_test,mbert,58.4906,0.584,0.585,0.213,0.3724,0.582,ALL,TGL,mBERT Embdng,TGL | mBERT Embdng
0,all_languages,bikol_test,mbert,93.3333,0.936,0.933,0.048,0.8907,0.9213333333333334,ALL,BCL,mBERT Embdng,BCL | mBERT Embdng
0,all_languages,cebuano_test,mbert,85.7143,0.858,0.857,0.092,0.7708,0.842,ALL,CEB,mBERT Embdng,CEB | mBERT Embdng
0,all_languages,tagalog_test,all,54.717,0.544,0.547,0.234,0.3124,0.5363333333333333,ALL,TGL,ALL (mBERT),TGL | ALL (mBERT)
0,all_languages,bikol_test,all,96.6667,0.969,0.967,0.019,0.9457,0.9486666666666668,ALL,BCL,ALL (mBERT),BCL | ALL (mBERT)
0,all_languages,cebuano_test,all,85.7143,0.858,0.857,0.092,0.7708,0.842,ALL,CEB,ALL (mBERT),CEB | ALL (mBERT)
0,all_languages,tagalog_test,xlmr,54.717,0.517,0.547,0.231,0.3094,0.5056666666666666,ALL,TGL,XLM-R Embdng,TGL | XLM-R Embdng
0,all_languages,bikol_test,xlmr,90.0,0.894,0.9,0.055,0.837,0.851,ALL,BCL,XLM-R Embdng,BCL | XLM-R Embdng
0,all_languages,cebuano_test,xlmr,82.8571,0.823,0.829,0.112,0.7246,0.8163333333333332,ALL,CEB,XLM-R Embdng,CEB | XLM-R Embdng
0,all_languages,tagalog_test,all_xlmr,58.4906,0.562,0.585,0.213,0.367,0.5473333333333333,ALL,TGL,ALL (XLM-R),TGL | ALL (XLM-R)
0,all_languages,bikol_test,all_xlmr,86.6667,0.867,0.867,0.062,0.7861,0.8153333333333332,ALL,BCL,ALL (XLM-R),BCL | ALL (XLM-R)
0,all_languages,cebuano_test,all_xlmr,81.4286,0.811,0.814,0.126,0.6999,0.801,ALL,CEB,ALL (XLM-R),CEB | ALL (XLM-R)
1,mono_tagalog,tagalog_test,mbert,56.6038,0.567,0.566,0.224,0.3453,0.5663333333333332,TGL,TGL,mBERT Embdng,TGL | mBERT Embdng
1,mono_tagalog,bikol_test,mbert,40.0,0.411,0.4,0.438,-0.0345,0.2916666666666667,TGL,BCL,mBERT Embdng,BCL | mBERT Embdng
1,mono_tagalog,cebuano_test,mbert,45.7143,0.414,0.457,0.375,0.0809,0.3643333333333333,TGL,CEB,mBERT Embdng,CEB | mBERT Embdng
1,mono_tagalog,tagalog_test,all,54.717,0.544,0.547,0.228,0.3198,0.545,TGL,TGL,ALL (mBERT),TGL | ALL (mBERT)
1,mono_tagalog,bikol_test,all,40.0,0.374,0.4,0.45,-0.0465,0.2843333333333333,TGL,BCL,ALL (mBERT),BCL | ALL (mBERT)
1,mono_tagalog,cebuano_test,all,48.5714,0.432,0.486,0.366,0.125,0.3953333333333333,TGL,CEB,ALL (mBERT),CEB | ALL (mBERT)
1,mono_tagalog,tagalog_test,xlmr,60.3774,0.618,0.604,0.212,0.3958,0.597,TGL,TGL,XLM-R Embdng,TGL | XLM-R Embdng
1,mono_tagalog,bikol_test,xlmr,40.0,0.452,0.4,0.345,0.0476,0.2586666666666666,TGL,BCL,XLM-R Embdng,BCL | XLM-R Embdng
1,mono_tagalog,cebuano_test,xlmr,35.7143,0.504,0.357,0.219,0.1082,0.31,TGL,CEB,XLM-R Embdng,CEB | XLM-R Embdng
1,mono_tagalog,tagalog_test,all_xlmr,64.1509,0.65,0.642,0.191,0.4557,0.643,TGL,TGL,ALL (XLM-R),TGL | ALL (XLM-R)
1,mono_tagalog,bikol_test,all_xlmr,40.0,0.458,0.4,0.332,0.0576,0.2636666666666666,TGL,BCL,ALL (XLM-R),BCL | ALL (XLM-R)
1,mono_tagalog,cebuano_test,all_xlmr,35.7143,0.502,0.357,0.221,0.1071,0.3116666666666667,TGL,CEB,ALL (XLM-R),CEB | ALL (XLM-R)
1,mono_bikol,tagalog_test,mbert,43.3962,0.0,0.434,0.288,0.1461,0.332,BCL,TGL,mBERT Embdng,TGL | mBERT Embdng
1,mono_bikol,bikol_test,mbert,66.6667,0.664,0.667,0.187,0.4565,0.5703333333333332,BCL,BCL,mBERT Embdng,BCL | mBERT Embdng
1,mono_bikol,cebuano_test,mbert,67.1429,0.651,0.671,0.179,0.4732,0.5993333333333334,BCL,CEB,mBERT Embdng,CEB | mBERT Embdng
1,mono_bikol,tagalog_test,all,43.3962,0.0,0.434,0.288,0.1461,0.332,BCL,TGL,ALL (mBERT),TGL | ALL (mBERT)
1,mono_bikol,bikol_test,all,70.0,0.687,0.7,0.191,0.5028,0.5986666666666667,BCL,BCL,ALL (mBERT),BCL | ALL (mBERT)
1,mono_bikol,cebuano_test,all,71.4286,0.699,0.714,0.165,0.5392,0.6506666666666666,BCL,CEB,ALL (mBERT),CEB | ALL (mBERT)
1,mono_bikol,tagalog_test,xlmr,37.7358,0.0,0.377,0.274,0.0975,0.3113333333333333,BCL,TGL,XLM-R Embdng,TGL | XLM-R Embdng
1,mono_bikol,bikol_test,xlmr,63.3333,0.615,0.633,0.226,0.3956,0.5436666666666666,BCL,BCL,XLM-R Embdng,BCL | XLM-R Embdng
1,mono_bikol,cebuano_test,xlmr,61.4286,0.447,0.614,0.265,0.346,0.4553333333333333,BCL,CEB,XLM-R Embdng,CEB | XLM-R Embdng
1,mono_bikol,tagalog_test,all_xlmr,37.7358,0.0,0.377,0.28,0.0919,0.3093333333333333,BCL,TGL,ALL (XLM-R),TGL | ALL (XLM-R)
1,mono_bikol,bikol_test,all_xlmr,66.6667,0.642,0.667,0.207,0.4475,0.5683333333333334,BCL,BCL,ALL (XLM-R),BCL | ALL (XLM-R)
1,mono_bikol,cebuano_test,all_xlmr,60.0,0.444,0.6,0.28,0.3209,0.453,BCL,CEB,ALL (XLM-R),CEB | ALL (XLM-R)
1,mono_cebuano,tagalog_test,mbert,30.1887,0.303,0.302,0.375,-0.0669,0.2826666666666667,CEB,TGL,mBERT Embdng,TGL | mBERT Embdng
1,mono_cebuano,bikol_test,mbert,33.3333,0.705,0.333,0.184,0.1071,0.3316666666666666,CEB,BCL,mBERT Embdng,BCL | mBERT Embdng
1,mono_cebuano,cebuano_test,mbert,67.1429,0.692,0.671,0.151,0.4928,0.6496666666666667,CEB,CEB,mBERT Embdng,CEB | mBERT Embdng
1,mono_cebuano,tagalog_test,all,28.3019,0.289,0.283,0.385,-0.0958,0.2706666666666666,CEB,TGL,ALL (mBERT),TGL | ALL (mBERT)
1,mono_cebuano,bikol_test,all,36.6667,0.714,0.367,0.177,0.1518,0.3606666666666666,CEB,BCL,ALL (mBERT),BCL | ALL (mBERT)
1,mono_cebuano,cebuano_test,all,67.1429,0.692,0.671,0.151,0.4928,0.6496666666666667,CEB,CEB,ALL (mBERT),CEB | ALL (mBERT)
1,mono_cebuano,tagalog_test,xlmr,35.8491,0.383,0.358,0.34,0.0217,0.3573333333333333,CEB,TGL,XLM-R Embdng,TGL | XLM-R Embdng
1,mono_cebuano,bikol_test,xlmr,46.6667,0.796,0.467,0.132,0.292,0.4556666666666666,CEB,BCL,XLM-R Embdng,BCL | XLM-R Embdng
1,mono_cebuano,cebuano_test,xlmr,67.1429,0.678,0.671,0.157,0.486,0.6343333333333333,CEB,CEB,XLM-R Embdng,CEB | XLM-R Embdng
1,mono_cebuano,tagalog_test,all_xlmr,37.7358,0.373,0.377,0.326,0.0546,0.371,CEB,TGL,ALL (XLM-R),TGL | ALL (XLM-R)
1,mono_cebuano,bikol_test,all_xlmr,43.3333,0.821,0.433,0.126,0.2609,0.434,CEB,BCL,ALL (XLM-R),BCL | ALL (XLM-R)
1,mono_cebuano,cebuano_test,all_xlmr,65.7143,0.672,0.657,0.161,0.4697,0.629,CEB,CEB,ALL (XLM-R),CEB | ALL (XLM-R)
1,bi_bikol_tagalog,tagalog_test,mbert,62.2642,0.627,0.623,0.198,0.4283,0.625,TGL+BCL,TGL,mBERT Embdng,TGL | mBERT Embdng
1,bi_bikol_tagalog,bikol_test,mbert,56.6667,0.55,0.567,0.295,0.2737,0.4886666666666666,TGL+BCL,BCL,mBERT Embdng,BCL | mBERT Embdng
1,bi_bikol_tagalog,cebuano_test,mbert,50.0,0.564,0.5,0.214,0.2503,0.478,TGL+BCL,CEB,mBERT Embdng,CEB | mBERT Embdng
1,bi_bikol_tagalog,tagalog_test,all,58.4906,0.589,0.585,0.22,0.3711,0.5896666666666667,TGL+BCL,TGL,ALL (mBERT),TGL | ALL (mBERT)
1,bi_bikol_tagalog,bikol_test,all,63.3333,0.619,0.633,0.259,0.3785,0.5439999999999999,TGL+BCL,BCL,ALL (mBERT),BCL | ALL (mBERT)
1,bi_bikol_tagalog,cebuano_test,all,52.8571,0.576,0.529,0.202,0.2839,0.4913333333333333,TGL+BCL,CEB,ALL (mBERT),CEB | ALL (mBERT)
1,bi_bikol_tagalog,tagalog_test,xlmr,62.2642,0.637,0.623,0.198,0.4283,0.6256666666666667,TGL+BCL,TGL,XLM-R Embdng,TGL | XLM-R Embdng
1,bi_bikol_tagalog,bikol_test,xlmr,60.0,0.586,0.6,0.243,0.3443,0.516,TGL+BCL,BCL,XLM-R Embdng,BCL | XLM-R Embdng
1,bi_bikol_tagalog,cebuano_test,xlmr,57.1429,0.541,0.571,0.223,0.323,0.4566666666666667,TGL+BCL,CEB,XLM-R Embdng,CEB | XLM-R Embdng
1,bi_bikol_tagalog,tagalog_test,all_xlmr,67.9245,0.689,0.679,0.167,0.5151,0.6783333333333333,TGL+BCL,TGL,ALL (XLM-R),TGL | ALL (XLM-R)
1,bi_bikol_tagalog,bikol_test,all_xlmr,66.6667,0.651,0.667,0.195,0.4536,0.5693333333333334,TGL+BCL,BCL,ALL (XLM-R),BCL | ALL (XLM-R)
1,bi_bikol_tagalog,cebuano_test,all_xlmr,61.4286,0.599,0.614,0.219,0.3754,0.5013333333333333,TGL+BCL,CEB,ALL (XLM-R),CEB | ALL (XLM-R)
1,bi_cebuano_bikol,tagalog_test,mbert,41.5094,0.27,0.415,0.305,0.1119,0.3153333333333333,BCL+CEB,TGL,mBERT Embdng,TGL | mBERT Embdng
1,bi_cebuano_bikol,bikol_test,mbert,60.0,0.577,0.6,0.221,0.3514,0.4723333333333333,BCL+CEB,BCL,mBERT Embdng,BCL | mBERT Embdng
1,bi_cebuano_bikol,cebuano_test,mbert,77.1429,0.779,0.771,0.104,0.6424,0.7443333333333334,BCL+CEB,CEB,mBERT Embdng,CEB | mBERT Embdng
1,bi_cebuano_bikol,tagalog_test,all,45.283,0.513,0.453,0.281,0.171,0.3819999999999999,BCL+CEB,TGL,ALL (mBERT),TGL | ALL (mBERT)
1,bi_cebuano_bikol,bikol_test,all,63.3333,0.631,0.633,0.201,0.4118,0.55,BCL+CEB,BCL,ALL (mBERT),BCL | ALL (mBERT)
1,bi_cebuano_bikol,cebuano_test,all,77.1429,0.779,0.771,0.104,0.6424,0.7443333333333334,BCL+CEB,CEB,ALL (mBERT),CEB | ALL (mBERT)
1,bi_cebuano_bikol,tagalog_test,xlmr,50.9434,0.587,0.509,0.249,0.2583,0.463,BCL+CEB,TGL,XLM-R Embdng,TGL | XLM-R Embdng
1,bi_cebuano_bikol,bikol_test,xlmr,66.6667,0.681,0.667,0.172,0.4737,0.613,BCL+CEB,BCL,XLM-R Embdng,BCL | XLM-R Embdng
1,bi_cebuano_bikol,cebuano_test,xlmr,61.4286,0.6,0.614,0.212,0.3876,0.572,BCL+CEB,CEB,XLM-R Embdng,CEB | XLM-R Embdng
1,bi_cebuano_bikol,tagalog_test,all_xlmr,45.283,0.465,0.453,0.281,0.1728,0.3719999999999999,BCL+CEB,TGL,ALL (XLM-R),TGL | ALL (XLM-R)
1,bi_cebuano_bikol,bikol_test,all_xlmr,70.0,0.701,0.7,0.165,0.5187,0.6413333333333333,BCL+CEB,BCL,ALL (XLM-R),BCL | ALL (XLM-R)
1,bi_cebuano_bikol,cebuano_test,all_xlmr,67.1429,0.666,0.671,0.174,0.4813,0.635,BCL+CEB,CEB,ALL (XLM-R),CEB | ALL (XLM-R)
1,bi_tagalog_cebuano,tagalog_test,mbert,49.0566,0.492,0.491,0.263,0.2331,0.4969999999999999,CEB+TGL,TGL,mBERT Embdng,TGL | mBERT Embdng
1,bi_tagalog_cebuano,bikol_test,mbert,40.0,0.548,0.4,0.19,0.1818,0.3983333333333334,CEB+TGL,BCL,mBERT Embdng,BCL | mBERT Embdng
1,bi_tagalog_cebuano,cebuano_test,mbert,65.7143,0.671,0.657,0.175,0.4633,0.6353333333333334,CEB+TGL,CEB,mBERT Embdng,CEB | mBERT Embdng
1,bi_tagalog_cebuano,tagalog_test,all,49.0566,0.491,0.491,0.26,0.2348,0.4946666666666666,CEB+TGL,TGL,ALL (mBERT),TGL | ALL (mBERT)
1,bi_tagalog_cebuano,bikol_test,all,43.3333,0.549,0.433,0.209,0.2019,0.4226666666666667,CEB+TGL,BCL,ALL (mBERT),BCL | ALL (mBERT)
1,bi_tagalog_cebuano,cebuano_test,all,67.1429,0.687,0.671,0.158,0.4899,0.649,CEB+TGL,CEB,ALL (mBERT),CEB | ALL (mBERT)
1,bi_tagalog_cebuano,tagalog_test,xlmr,54.717,0.546,0.547,0.228,0.3198,0.5446666666666666,CEB+TGL,TGL,XLM-R Embdng,TGL | XLM-R Embdng
1,bi_tagalog_cebuano,bikol_test,xlmr,53.3333,0.762,0.533,0.156,0.3458,0.4876666666666667,CEB+TGL,BCL,XLM-R Embdng,BCL | XLM-R Embdng
1,bi_tagalog_cebuano,cebuano_test,xlmr,64.2857,0.683,0.643,0.164,0.4545,0.634,CEB+TGL,CEB,XLM-R Embdng,CEB | XLM-R Embdng
1,bi_tagalog_cebuano,tagalog_test,all_xlmr,58.4906,0.587,0.585,0.207,0.3765,0.5806666666666667,CEB+TGL,TGL,ALL (XLM-R),TGL | ALL (XLM-R)
1,bi_tagalog_cebuano,bikol_test,all_xlmr,53.3333,0.762,0.533,0.156,0.3458,0.4876666666666667,CEB+TGL,BCL,ALL (XLM-R),BCL | ALL (XLM-R)
1,bi_tagalog_cebuano,cebuano_test,all_xlmr,62.8571,0.657,0.629,0.176,0.4277,0.61,CEB+TGL,CEB,ALL (XLM-R),CEB | ALL (XLM-R)
1,all_languages,tagalog_test,mbert,45.283,0.453,0.453,0.284,0.1763,0.4579999999999999,ALL,TGL,mBERT Embdng,TGL | mBERT Embdng
1,all_languages,bikol_test,mbert,53.3333,0.524,0.533,0.301,0.2308,0.4643333333333333,ALL,BCL,mBERT Embdng,BCL | mBERT Embdng
1,all_languages,cebuano_test,mbert,68.5714,0.704,0.686,0.143,0.5127,0.658,ALL,CEB,mBERT Embdng,CEB | mBERT Embdng
1,all_languages,tagalog_test,all,52.8302,0.53,0.528,0.245,0.2869,0.5303333333333334,ALL,TGL,ALL (mBERT),TGL | ALL (mBERT)
1,all_languages,bikol_test,all,60.0,0.603,0.6,0.253,0.3514,0.5626666666666668,ALL,BCL,ALL (mBERT),BCL | ALL (mBERT)
1,all_languages,cebuano_test,all,72.8571,0.746,0.729,0.125,0.5764,0.6970000000000001,ALL,CEB,ALL (mBERT),CEB | ALL (mBERT)
1,all_languages,tagalog_test,xlmr,50.9434,0.512,0.509,0.256,0.2567,0.5086666666666667,ALL,TGL,XLM-R Embdng,TGL | XLM-R Embdng
1,all_languages,bikol_test,xlmr,66.6667,0.714,0.667,0.15,0.4949,0.6549999999999999,ALL,BCL,XLM-R Embdng,BCL | XLM-R Embdng
1,all_languages,cebuano_test,xlmr,67.1429,0.662,0.671,0.173,0.4796,0.6243333333333333,ALL,CEB,XLM-R Embdng,CEB | XLM-R Embdng
1,all_languages,tagalog_test,all_xlmr,54.717,0.547,0.547,0.231,0.3169,0.5459999999999999,ALL,TGL,ALL (XLM-R),TGL | ALL (XLM-R)
1,all_languages,bikol_test,all_xlmr,60.0,0.646,0.6,0.195,0.3814,0.5616666666666666,ALL,BCL,ALL (XLM-R),BCL | ALL (XLM-R)
1,all_languages,cebuano_test,all_xlmr,65.7143,0.64,0.657,0.186,0.4545,0.6043333333333334,ALL,CEB,ALL (XLM-R),CEB | ALL (XLM-R)
2,mono_tagalog,tagalog_test,mbert,62.2642,0.625,0.623,0.19,0.4295,0.617,TGL,TGL,mBERT Embdng,TGL | mBERT Embdng
2,mono_tagalog,bikol_test,mbert,50.0,0.5,0.5,0.373,0.1477,0.4406666666666667,TGL,BCL,mBERT Embdng,BCL | mBERT Embdng
2,mono_tagalog,cebuano_test,mbert,55.7143,0.52,0.557,0.334,0.2413,0.4626666666666667,TGL,CEB,mBERT Embdng,CEB | mBERT Embdng
2,mono_tagalog,tagalog_test,all,67.9245,0.679,0.679,0.167,0.5117,0.6699999999999999,TGL,TGL,ALL (mBERT),TGL | ALL (mBERT)
2,mono_tagalog,bikol_test,all,50.0,0.5,0.5,0.363,0.1573,0.4616666666666666,TGL,BCL,ALL (mBERT),BCL | ALL (mBERT)
2,mono_tagalog,cebuano_test,all,54.2857,0.507,0.543,0.313,0.2389,0.4496666666666666,TGL,CEB,ALL (mBERT),CEB | ALL (mBERT)
2,mono_tagalog,tagalog_test,xlmr,58.4906,0.597,0.585,0.202,0.3808,0.5833333333333334,TGL,TGL,XLM-R Embdng,TGL | XLM-R Embdng
2,mono_tagalog,bikol_test,xlmr,43.3333,0.398,0.433,0.342,0.086,0.315,TGL,BCL,XLM-R Embdng,BCL | XLM-R Embdng
2,mono_tagalog,cebuano_test,xlmr,55.7143,0.499,0.557,0.228,0.3078,0.456,TGL,CEB,XLM-R Embdng,CEB | XLM-R Embdng
2,mono_tagalog,tagalog_test,all_xlmr,62.2642,0.638,0.623,0.184,0.4371,0.6233333333333334,TGL,TGL,ALL (XLM-R),TGL | ALL (XLM-R)
2,mono_tagalog,bikol_test,all_xlmr,43.3333,0.432,0.433,0.32,0.1005,0.3206666666666666,TGL,BCL,ALL (XLM-R),BCL | ALL (XLM-R)
2,mono_tagalog,cebuano_test,all_xlmr,52.8571,0.485,0.529,0.23,0.2736,0.4386666666666667,TGL,CEB,ALL (XLM-R),CEB | ALL (XLM-R)
2,mono_bikol,tagalog_test,mbert,30.1887,0.0,0.302,0.251,0.0467,0.207,BCL,TGL,mBERT Embdng,TGL | mBERT Embdng
2,mono_bikol,bikol_test,mbert,66.6667,0.666,0.667,0.195,0.4595,0.6086666666666667,BCL,BCL,mBERT Embdng,BCL | mBERT Embdng
2,mono_bikol,cebuano_test,mbert,65.7143,0.648,0.657,0.21,0.4522,0.634,BCL,CEB,mBERT Embdng,CEB | mBERT Embdng
2,mono_bikol,tagalog_test,all,32.0755,0.0,0.321,0.248,0.0679,0.235,BCL,TGL,ALL (mBERT),TGL | ALL (mBERT)
2,mono_bikol,bikol_test,all,70.0,0.702,0.7,0.175,0.5109,0.6333333333333333,BCL,BCL,ALL (mBERT),BCL | ALL (mBERT)
2,mono_bikol,cebuano_test,all,64.2857,0.637,0.643,0.245,0.4128,0.6053333333333334,BCL,CEB,ALL (mBERT),CEB | ALL (mBERT)
2,mono_bikol,tagalog_test,xlmr,26.4151,0.0,0.264,0.264,0.0,0.1393333333333333,BCL,TGL,XLM-R Embdng,TGL | XLM-R Embdng
2,mono_bikol,bikol_test,xlmr,83.3333,0.846,0.833,0.126,0.7222,0.8116666666666666,BCL,BCL,XLM-R Embdng,BCL | XLM-R Embdng
2,mono_bikol,cebuano_test,xlmr,60.0,0.447,0.6,0.27,0.3354,0.4663333333333333,BCL,CEB,XLM-R Embdng,CEB | XLM-R Embdng
2,mono_bikol,tagalog_test,all_xlmr,26.4151,0.0,0.264,0.264,0.0,0.1393333333333333,BCL,TGL,ALL (XLM-R),TGL | ALL (XLM-R)
2,mono_bikol,bikol_test,all_xlmr,83.3333,0.846,0.833,0.126,0.7222,0.8116666666666666,BCL,BCL,ALL (XLM-R),BCL | ALL (XLM-R)
2,mono_bikol,cebuano_test,all_xlmr,61.4286,0.458,0.614,0.258,0.3626,0.481,BCL,CEB,ALL (XLM-R),CEB | ALL (XLM-R)
2,mono_cebuano,tagalog_test,mbert,45.283,0.428,0.453,0.291,0.1555,0.377,CEB,TGL,mBERT Embdng,TGL | mBERT Embdng
2,mono_cebuano,bikol_test,mbert,50.0,0.57,0.5,0.218,0.2683,0.4976666666666666,CEB,BCL,mBERT Embdng,BCL | mBERT Embdng
2,mono_cebuano,cebuano_test,mbert,65.7143,0.681,0.657,0.191,0.4542,0.6306666666666667,CEB,CEB,mBERT Embdng,CEB | mBERT Embdng
2,mono_cebuano,tagalog_test,all,47.1698,0.479,0.472,0.28,0.1873,0.4116666666666666,CEB,TGL,ALL (mBERT),TGL | ALL (mBERT)
2,mono_cebuano,bikol_test,all,60.0,0.661,0.6,0.176,0.4059,0.5913333333333334,CEB,BCL,ALL (mBERT),BCL | ALL (mBERT)
2,mono_cebuano,cebuano_test,all,70.0,0.717,0.7,0.167,0.5253,0.6836666666666668,CEB,CEB,ALL (mBERT),CEB | ALL (mBERT)
2,mono_cebuano,tagalog_test,xlmr,50.9434,0.508,0.509,0.261,0.2453,0.4706666666666666,CEB,TGL,XLM-R Embdng,TGL | XLM-R Embdng
2,mono_cebuano,bikol_test,xlmr,53.3333,0.597,0.533,0.201,0.3137,0.5066666666666667,CEB,BCL,XLM-R Embdng,BCL | XLM-R Embdng
2,mono_cebuano,cebuano_test,xlmr,68.5714,0.715,0.686,0.157,0.508,0.6556666666666666,CEB,CEB,XLM-R Embdng,CEB | XLM-R Embdng
2,mono_cebuano,tagalog_test,all_xlmr,52.8302,0.53,0.528,0.249,0.2748,0.4853333333333333,CEB,TGL,ALL (XLM-R),TGL | ALL (XLM-R)
2,mono_cebuano,bikol_test,all_xlmr,56.6667,0.626,0.567,0.182,0.3689,0.5499999999999999,CEB,BCL,ALL (XLM-R),BCL | ALL (XLM-R)
2,mono_cebuano,cebuano_test,all_xlmr,70.0,0.723,0.7,0.152,0.5284,0.6659999999999999,CEB,CEB,ALL (XLM-R),CEB | ALL (XLM-R)
2,bi_bikol_tagalog,tagalog_test,mbert,64.1509,0.657,0.642,0.171,0.4629,0.6383333333333333,TGL+BCL,TGL,mBERT Embdng,TGL | mBERT Embdng
2,bi_bikol_tagalog,bikol_test,mbert,76.6667,0.767,0.767,0.139,0.6237,0.7346666666666666,TGL+BCL,BCL,mBERT Embdng,BCL | mBERT Embdng
2,bi_bikol_tagalog,cebuano_test,mbert,67.1429,0.665,0.671,0.155,0.495,0.6303333333333333,TGL+BCL,CEB,mBERT Embdng,CEB | mBERT Embdng
