fold,train_set,test_set,feature_set,accuracy,f1_weighted,precision_weighted,recall_weighted,kappa,f1_macro,Model,Test_Lang,Features,col
0,mono_tagalog,bikol_test,trad,43.3333,0.486,0.433,0.244,0.1667,0.38433333333333336,TGL,BCL,TRAD,BCL | TRAD
0,mono_tagalog,cebuano_test,trad,58.5714,0.651,0.586,0.186,0.3781,0.59,TGL,CEB,TRAD,CEB | TRAD
0,mono_tagalog,tagalog_test,trad_clgsngo,49.0566,0.466,0.491,0.266,0.2214,0.4483333333333333,TGL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
0,mono_tagalog,bikol_test,trad_clgsngo,43.3333,0.451,0.433,0.282,0.1414,0.37000000000000005,TGL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
0,mono_tagalog,cebuano_test,trad_clgsngo,55.7143,0.602,0.557,0.212,0.3302,0.5586666666666666,TGL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
0,mono_bikol,tagalog_test,trad,47.1698,0.0,0.472,0.224,0.239,0.389,BCL,TGL,TRAD,TGL | TRAD
0,mono_bikol,bikol_test,trad,80.0,0.0,0.8,0.155,0.6512,0.5816666666666667,BCL,BCL,TRAD,BCL | TRAD
0,mono_bikol,cebuano_test,trad,62.8571,0.0,0.629,0.314,0.3434,0.47433333333333333,BCL,CEB,TRAD,CEB | TRAD
0,mono_bikol,tagalog_test,trad_clgsngo,47.1698,0.0,0.472,0.224,0.239,0.389,BCL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
0,mono_bikol,bikol_test,trad_clgsngo,80.0,0.0,0.8,0.155,0.6512,0.5816666666666667,BCL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
0,mono_bikol,cebuano_test,trad_clgsngo,61.4286,0.0,0.614,0.337,0.3092,0.4606666666666667,BCL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
0,mono_cebuano,tagalog_test,trad,50.9434,0.506,0.509,0.262,0.2503,0.48500000000000004,CEB,TGL,TRAD,TGL | TRAD
0,mono_cebuano,bikol_test,trad,70.0,0.735,0.7,0.13,0.5337,0.641,CEB,BCL,TRAD,BCL | TRAD
0,mono_cebuano,cebuano_test,trad,74.2857,0.768,0.743,0.198,0.5743,0.6986666666666667,CEB,CEB,TRAD,CEB | TRAD
0,mono_cebuano,tagalog_test,trad_clgsngo,52.8302,0.522,0.528,0.251,0.2791,0.49866666666666665,CEB,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
0,mono_cebuano,bikol_test,trad_clgsngo,73.3333,0.778,0.733,0.111,0.5897,0.6970000000000001,CEB,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
0,mono_cebuano,cebuano_test,trad_clgsngo,74.2857,0.768,0.743,0.198,0.5743,0.6986666666666667,CEB,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
0,bi_bikol_tagalog,tagalog_test,trad,49.0566,0.0,0.491,0.226,0.2585,0.401,TGL+BCL,TGL,TRAD,TGL | TRAD
0,bi_bikol_tagalog,bikol_test,trad,76.6667,0.0,0.767,0.175,0.5954,0.5573333333333333,TGL+BCL,BCL,TRAD,BCL | TRAD
0,bi_bikol_tagalog,cebuano_test,trad,64.2857,0.0,0.643,0.31,0.3728,0.5053333333333333,TGL+BCL,CEB,TRAD,CEB | TRAD
0,bi_bikol_tagalog,tagalog_test,trad_clgsngo,43.3962,0.378,0.434,0.282,0.1497,0.39333333333333337,TGL+BCL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
0,bi_bikol_tagalog,bikol_test,trad_clgsngo,73.3333,0.0,0.733,0.204,0.5349,0.532,TGL+BCL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
0,bi_bikol_tagalog,cebuano_test,trad_clgsngo,60.0,0.531,0.6,0.327,0.3069,0.5046666666666667,TGL+BCL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
0,bi_cebuano_bikol,tagalog_test,trad,43.3962,0.3,0.434,0.27,0.164,0.36366666666666664,BCL+CEB,TGL,TRAD,TGL | TRAD
0,bi_cebuano_bikol,bikol_test,trad,76.6667,0.662,0.767,0.162,0.6,0.5696666666666667,BCL+CEB,BCL,TRAD,BCL | TRAD
0,bi_cebuano_bikol,cebuano_test,trad,71.4286,0.791,0.714,0.233,0.5149,0.6266666666666666,BCL+CEB,CEB,TRAD,CEB | TRAD
0,bi_cebuano_bikol,tagalog_test,trad_clgsngo,50.9434,0.694,0.509,0.222,0.2815,0.43733333333333335,BCL+CEB,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
0,bi_cebuano_bikol,bikol_test,trad_clgsngo,76.6667,0.662,0.767,0.162,0.6,0.5696666666666667,BCL+CEB,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
0,bi_cebuano_bikol,cebuano_test,trad_clgsngo,74.2857,0.807,0.743,0.206,0.5682,0.6683333333333333,BCL+CEB,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
0,bi_tagalog_cebuano,tagalog_test,trad,52.8302,0.516,0.528,0.248,0.2807,0.5046666666666667,CEB+TGL,TGL,TRAD,TGL | TRAD
0,bi_tagalog_cebuano,bikol_test,trad,56.6667,0.583,0.567,0.217,0.3264,0.49100000000000005,CEB+TGL,BCL,TRAD,BCL | TRAD
0,bi_tagalog_cebuano,cebuano_test,trad,78.5714,0.806,0.786,0.167,0.6465,0.755,CEB+TGL,CEB,TRAD,CEB | TRAD
0,bi_tagalog_cebuano,tagalog_test,trad_clgsngo,54.717,0.535,0.547,0.238,0.3094,0.524,CEB+TGL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
0,bi_tagalog_cebuano,bikol_test,trad_clgsngo,53.3333,0.614,0.533,0.189,0.3035,0.47300000000000003,CEB+TGL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
0,bi_tagalog_cebuano,cebuano_test,trad_clgsngo,80.0,0.818,0.8,0.153,0.6716,0.7746666666666666,CEB+TGL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
0,all_languages,tagalog_test,trad,49.0566,0.479,0.491,0.251,0.238,0.4643333333333333,ALL,TGL,TRAD,TGL | TRAD
0,all_languages,bikol_test,trad,73.3333,0.656,0.733,0.169,0.5506,0.5566666666666666,ALL,BCL,TRAD,BCL | TRAD
0,all_languages,cebuano_test,trad,71.4286,0.744,0.714,0.225,0.5189,0.6543333333333333,ALL,CEB,TRAD,CEB | TRAD
0,all_languages,tagalog_test,trad_clgsngo,49.0566,0.479,0.491,0.251,0.238,0.4643333333333333,ALL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
0,all_languages,bikol_test,trad_clgsngo,76.6667,0.662,0.767,0.162,0.6,0.5696666666666667,ALL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
0,all_languages,cebuano_test,trad_clgsngo,71.4286,0.716,0.714,0.217,0.5241,0.6596666666666667,ALL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
1,mono_tagalog,tagalog_test,trad,58.4906,0.57,0.585,0.213,0.3684,0.5593333333333333,TGL,TGL,TRAD,TGL | TRAD
1,mono_tagalog,bikol_test,trad,46.6667,0.417,0.467,0.24,0.2195,0.38766666666666666,TGL,BCL,TRAD,BCL | TRAD
1,mono_tagalog,cebuano_test,trad,40.0,0.541,0.4,0.247,0.1161,0.39266666666666666,TGL,CEB,TRAD,CEB | TRAD
1,mono_tagalog,tagalog_test,trad_clgsngo,54.717,0.537,0.547,0.228,0.3154,0.5276666666666666,TGL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
1,mono_tagalog,bikol_test,trad_clgsngo,46.6667,0.416,0.467,0.225,0.2308,0.4023333333333334,TGL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
1,mono_tagalog,cebuano_test,trad_clgsngo,42.8571,0.522,0.429,0.253,0.1463,0.4143333333333334,TGL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
1,mono_bikol,tagalog_test,trad,43.3962,0.0,0.434,0.251,0.1727,0.35566666666666674,BCL,TGL,TRAD,TGL | TRAD
1,mono_bikol,bikol_test,trad,76.6667,0.0,0.767,0.184,0.593,0.5609999999999999,BCL,BCL,TRAD,BCL | TRAD
1,mono_bikol,cebuano_test,trad,57.1429,0.0,0.571,0.368,0.2274,0.4096666666666667,BCL,CEB,TRAD,CEB | TRAD
1,mono_bikol,tagalog_test,trad_clgsngo,41.5094,0.0,0.415,0.271,0.1362,0.3293333333333333,BCL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
1,mono_bikol,bikol_test,trad_clgsngo,76.6667,0.0,0.767,0.184,0.593,0.5609999999999999,BCL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
1,mono_bikol,cebuano_test,trad_clgsngo,58.5714,0.0,0.586,0.373,0.2431,0.42533333333333334,BCL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
1,mono_cebuano,tagalog_test,trad,50.9434,0.516,0.509,0.259,0.2519,0.4756666666666667,CEB,TGL,TRAD,TGL | TRAD
1,mono_cebuano,bikol_test,trad,56.6667,0.787,0.567,0.137,0.3925,0.5133333333333333,CEB,BCL,TRAD,BCL | TRAD
1,mono_cebuano,cebuano_test,trad,58.5714,0.619,0.586,0.202,0.3608,0.572,CEB,CEB,TRAD,CEB | TRAD
1,mono_cebuano,tagalog_test,trad_clgsngo,50.9434,0.516,0.509,0.259,0.2519,0.4756666666666667,CEB,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
1,mono_cebuano,bikol_test,trad_clgsngo,56.6667,0.774,0.567,0.15,0.3868,0.512,CEB,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
1,mono_cebuano,cebuano_test,trad_clgsngo,61.4286,0.647,0.614,0.181,0.409,0.6016666666666667,CEB,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
1,bi_bikol_tagalog,tagalog_test,trad,39.6226,0.0,0.396,0.269,0.1157,0.323,TGL+BCL,TGL,TRAD,TGL | TRAD
1,bi_bikol_tagalog,bikol_test,trad,63.3333,0.548,0.633,0.239,0.3889,0.467,TGL+BCL,BCL,TRAD,BCL | TRAD
1,bi_bikol_tagalog,cebuano_test,trad,61.4286,0.718,0.614,0.318,0.3206,0.492,TGL+BCL,CEB,TRAD,CEB | TRAD
1,bi_bikol_tagalog,tagalog_test,trad_clgsngo,45.283,0.495,0.453,0.259,0.185,0.4116666666666667,TGL+BCL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
1,bi_bikol_tagalog,bikol_test,trad_clgsngo,76.6667,0.0,0.767,0.184,0.5954,0.5636666666666666,TGL+BCL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
1,bi_bikol_tagalog,cebuano_test,trad_clgsngo,58.5714,0.564,0.586,0.329,0.2729,0.4646666666666666,TGL+BCL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
1,bi_cebuano_bikol,tagalog_test,trad,39.6226,0.0,0.396,0.288,0.1026,0.308,BCL+CEB,TGL,TRAD,TGL | TRAD
1,bi_cebuano_bikol,bikol_test,trad,63.3333,0.0,0.633,0.262,0.375,0.4613333333333333,BCL+CEB,BCL,TRAD,BCL | TRAD
1,bi_cebuano_bikol,cebuano_test,trad,60.0,0.711,0.6,0.322,0.301,0.4676666666666667,BCL+CEB,CEB,TRAD,CEB | TRAD
1,bi_cebuano_bikol,tagalog_test,trad_clgsngo,39.6226,0.256,0.396,0.288,0.1026,0.312,BCL+CEB,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
1,bi_cebuano_bikol,bikol_test,trad_clgsngo,73.3333,0.0,0.733,0.204,0.5376,0.5356666666666666,BCL+CEB,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
1,bi_cebuano_bikol,cebuano_test,trad_clgsngo,62.8571,0.725,0.629,0.277,0.3702,0.5193333333333333,BCL+CEB,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
1,bi_tagalog_cebuano,tagalog_test,trad,43.3962,0.413,0.434,0.292,0.1442,0.4123333333333333,CEB+TGL,TGL,TRAD,TGL | TRAD
1,bi_tagalog_cebuano,bikol_test,trad,46.6667,0.422,0.467,0.288,0.1795,0.37366666666666665,CEB+TGL,BCL,TRAD,BCL | TRAD
1,bi_tagalog_cebuano,cebuano_test,trad,55.7143,0.529,0.557,0.256,0.2871,0.49266666666666664,CEB+TGL,CEB,TRAD,CEB | TRAD
1,bi_tagalog_cebuano,tagalog_test,trad_clgsngo,45.283,0.438,0.453,0.281,0.1728,0.435,CEB+TGL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
1,bi_tagalog_cebuano,bikol_test,trad_clgsngo,46.6667,0.422,0.467,0.288,0.1795,0.37366666666666665,CEB+TGL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
1,bi_tagalog_cebuano,cebuano_test,trad_clgsngo,52.8571,0.494,0.529,0.273,0.2421,0.4603333333333333,CEB+TGL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
1,all_languages,tagalog_test,trad,45.283,0.458,0.453,0.272,0.1781,0.409,ALL,TGL,TRAD,TGL | TRAD
1,all_languages,bikol_test,trad,56.6667,0.517,0.567,0.252,0.3011,0.4286666666666667,ALL,BCL,TRAD,BCL | TRAD
1,all_languages,cebuano_test,trad,62.8571,0.602,0.629,0.236,0.388,0.5453333333333333,ALL,CEB,TRAD,CEB | TRAD
1,all_languages,tagalog_test,trad_clgsngo,47.1698,0.5,0.472,0.264,0.2047,0.42133333333333334,ALL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
1,all_languages,bikol_test,trad_clgsngo,66.6667,0.0,0.667,0.232,0.435,0.48433333333333334,ALL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
1,all_languages,cebuano_test,trad_clgsngo,62.8571,0.609,0.629,0.229,0.3974,0.5670000000000001,ALL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
2,mono_tagalog,tagalog_test,trad,60.3774,0.598,0.604,0.219,0.3864,0.5666666666666667,TGL,TGL,TRAD,TGL | TRAD
2,mono_tagalog,bikol_test,trad,40.0,0.0,0.4,0.246,0.1509,0.325,TGL,BCL,TRAD,BCL | TRAD
2,mono_tagalog,cebuano_test,trad,50.0,0.605,0.5,0.221,0.2636,0.5156666666666666,TGL,CEB,TRAD,CEB | TRAD
2,mono_tagalog,tagalog_test,trad_clgsngo,50.9434,0.497,0.509,0.266,0.2453,0.48466666666666663,TGL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
2,mono_tagalog,bikol_test,trad_clgsngo,43.3333,0.0,0.433,0.252,0.1748,0.325,TGL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
2,mono_tagalog,cebuano_test,trad_clgsngo,47.1429,0.603,0.471,0.21,0.2431,0.47500000000000003,TGL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
2,mono_bikol,tagalog_test,trad,50.9434,0.0,0.509,0.199,0.2959,0.42300000000000004,BCL,TGL,TRAD,TGL | TRAD
2,mono_bikol,bikol_test,trad,70.0,0.0,0.7,0.243,0.4706,0.509,BCL,BCL,TRAD,BCL | TRAD
2,mono_bikol,cebuano_test,trad,61.4286,0.0,0.614,0.32,0.3245,0.4666666666666666,BCL,CEB,TRAD,CEB | TRAD
2,mono_bikol,tagalog_test,trad_clgsngo,50.9434,0.0,0.509,0.199,0.2959,0.42300000000000004,BCL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
2,mono_bikol,bikol_test,trad_clgsngo,70.0,0.0,0.7,0.243,0.4706,0.509,BCL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
2,mono_bikol,cebuano_test,trad_clgsngo,58.5714,0.0,0.586,0.353,0.2618,0.4343333333333333,BCL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
2,mono_cebuano,tagalog_test,trad,50.9434,0.485,0.509,0.249,0.2527,0.4573333333333333,CEB,TGL,TRAD,TGL | TRAD
2,mono_cebuano,bikol_test,trad,50.0,0.756,0.5,0.151,0.3088,0.48299999999999993,CEB,BCL,TRAD,BCL | TRAD
2,mono_cebuano,cebuano_test,trad,71.4286,0.684,0.714,0.172,0.541,0.662,CEB,CEB,TRAD,CEB | TRAD
2,mono_cebuano,tagalog_test,trad_clgsngo,50.9434,0.512,0.509,0.24,0.2599,0.4646666666666666,CEB,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
2,mono_cebuano,bikol_test,trad_clgsngo,56.6667,0.73,0.567,0.134,0.3868,0.561,CEB,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
2,mono_cebuano,cebuano_test,trad_clgsngo,68.5714,0.658,0.686,0.19,0.4946,0.6376666666666667,CEB,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
2,bi_bikol_tagalog,tagalog_test,trad,47.1698,0.332,0.472,0.221,0.2432,0.39633333333333337,TGL+BCL,TGL,TRAD,TGL | TRAD
2,bi_bikol_tagalog,bikol_test,trad,63.3333,0.546,0.633,0.259,0.3714,0.4686666666666666,TGL+BCL,BCL,TRAD,BCL | TRAD
2,bi_bikol_tagalog,cebuano_test,trad,57.1429,0.0,0.571,0.35,0.2408,0.4056666666666667,TGL+BCL,CEB,TRAD,CEB | TRAD
2,bi_bikol_tagalog,tagalog_test,trad_clgsngo,49.0566,0.453,0.491,0.241,0.2421,0.448,TGL+BCL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
2,bi_bikol_tagalog,bikol_test,trad_clgsngo,66.6667,0.578,0.667,0.24,0.4253,0.4923333333333333,TGL+BCL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
2,bi_bikol_tagalog,cebuano_test,trad_clgsngo,51.4286,0.403,0.514,0.372,0.1554,0.38633333333333336,TGL+BCL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
2,bi_cebuano_bikol,tagalog_test,trad,47.1698,0.306,0.472,0.236,0.2275,0.3813333333333333,BCL+CEB,TGL,TRAD,TGL | TRAD
2,bi_cebuano_bikol,bikol_test,trad,63.3333,0.0,0.633,0.281,0.3605,0.4613333333333333,BCL+CEB,BCL,TRAD,BCL | TRAD
2,bi_cebuano_bikol,cebuano_test,trad,67.1429,0.763,0.671,0.244,0.4462,0.5373333333333333,BCL+CEB,CEB,TRAD,CEB | TRAD
2,bi_cebuano_bikol,tagalog_test,trad_clgsngo,47.1698,0.306,0.472,0.236,0.2275,0.3813333333333333,BCL+CEB,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
2,bi_cebuano_bikol,bikol_test,trad_clgsngo,70.0,0.755,0.7,0.243,0.4798,0.6073333333333334,BCL+CEB,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
2,bi_cebuano_bikol,cebuano_test,trad_clgsngo,70.0,0.783,0.7,0.219,0.4998,0.5663333333333334,BCL+CEB,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
2,bi_tagalog_cebuano,tagalog_test,trad,49.0566,0.495,0.491,0.245,0.2388,0.4723333333333333,CEB+TGL,TGL,TRAD,TGL | TRAD
2,bi_tagalog_cebuano,bikol_test,trad,46.6667,0.541,0.467,0.225,0.2195,0.4423333333333333,CEB+TGL,BCL,TRAD,BCL | TRAD
2,bi_tagalog_cebuano,cebuano_test,trad,67.1429,0.647,0.671,0.225,0.4619,0.6203333333333333,CEB+TGL,CEB,TRAD,CEB | TRAD
2,bi_tagalog_cebuano,tagalog_test,trad_clgsngo,49.0566,0.487,0.491,0.245,0.2413,0.4713333333333334,CEB+TGL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
2,bi_tagalog_cebuano,bikol_test,trad_clgsngo,53.3333,0.623,0.533,0.189,0.3171,0.5156666666666666,CEB+TGL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
2,bi_tagalog_cebuano,cebuano_test,trad_clgsngo,70.0,0.684,0.7,0.199,0.5139,0.654,CEB+TGL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
2,all_languages,tagalog_test,trad,49.0566,0.465,0.491,0.235,0.2476,0.433,ALL,TGL,TRAD,TGL | TRAD
2,all_languages,bikol_test,trad,56.6667,0.572,0.567,0.25,0.3158,0.5326666666666666,ALL,BCL,TRAD,BCL | TRAD
2,all_languages,cebuano_test,trad,65.7143,0.652,0.657,0.26,0.4217,0.5873333333333334,ALL,CEB,TRAD,CEB | TRAD
2,all_languages,tagalog_test,trad_clgsngo,50.9434,0.511,0.509,0.224,0.2751,0.4623333333333333,ALL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
2,all_languages,bikol_test,trad_clgsngo,63.3333,0.63,0.633,0.246,0.3989,0.5973333333333334,ALL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
2,all_languages,cebuano_test,trad_clgsngo,70.0,0.694,0.7,0.222,0.5017,0.6433333333333334,ALL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
3,mono_tagalog,tagalog_test,trad,45.283,0.474,0.453,0.299,0.1592,0.4523333333333333,TGL,TGL,TRAD,TGL | TRAD
3,mono_tagalog,bikol_test,trad,66.6667,0.737,0.667,0.149,0.4881,0.6063333333333333,TGL,BCL,TRAD,BCL | TRAD
3,mono_tagalog,cebuano_test,trad,47.1429,0.554,0.471,0.247,0.214,0.47900000000000004,TGL,CEB,TRAD,CEB | TRAD
3,mono_tagalog,tagalog_test,trad_clgsngo,43.3962,0.44,0.434,0.297,0.1354,0.4216666666666667,TGL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
3,mono_tagalog,bikol_test,trad_clgsngo,56.6667,0.725,0.567,0.163,0.3627,0.512,TGL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
3,mono_tagalog,cebuano_test,trad_clgsngo,45.7143,0.54,0.457,0.253,0.1952,0.45966666666666667,TGL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
3,mono_bikol,tagalog_test,trad,37.7358,0.0,0.377,0.265,0.1072,0.3076666666666667,BCL,TGL,TRAD,TGL | TRAD
3,mono_bikol,bikol_test,trad,73.3333,0.0,0.733,0.173,0.5556,0.5419999999999999,BCL,BCL,TRAD,BCL | TRAD
3,mono_bikol,cebuano_test,trad,57.1429,0.0,0.571,0.358,0.2364,0.4096666666666667,BCL,CEB,TRAD,CEB | TRAD
3,mono_bikol,tagalog_test,trad_clgsngo,32.0755,0.0,0.321,0.314,0.0078,0.2603333333333333,BCL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
3,mono_bikol,bikol_test,trad_clgsngo,80.0,0.0,0.8,0.134,0.6654,0.5923333333333334,BCL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
3,mono_bikol,cebuano_test,trad_clgsngo,57.1429,0.0,0.571,0.358,0.2364,0.4096666666666667,BCL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
3,mono_cebuano,tagalog_test,trad,45.283,0.464,0.453,0.309,0.1452,0.4073333333333333,CEB,TGL,TRAD,TGL | TRAD
3,mono_cebuano,bikol_test,trad,66.6667,0.771,0.667,0.149,0.5,0.6376666666666667,CEB,BCL,TRAD,BCL | TRAD
3,mono_cebuano,cebuano_test,trad,64.2857,0.631,0.643,0.216,0.4294,0.616,CEB,CEB,TRAD,CEB | TRAD
3,mono_cebuano,tagalog_test,trad_clgsngo,43.3962,0.448,0.434,0.32,0.1152,0.3913333333333333,CEB,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
3,mono_cebuano,bikol_test,trad_clgsngo,66.6667,0.771,0.667,0.149,0.5,0.6376666666666667,CEB,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
3,mono_cebuano,cebuano_test,trad_clgsngo,64.2857,0.631,0.643,0.216,0.4294,0.616,CEB,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
3,bi_bikol_tagalog,tagalog_test,trad,39.6226,0.0,0.396,0.249,0.1395,0.32366666666666666,TGL+BCL,TGL,TRAD,TGL | TRAD
3,bi_bikol_tagalog,bikol_test,trad,73.3333,0.0,0.733,0.179,0.5539,0.5426666666666667,TGL+BCL,BCL,TRAD,BCL | TRAD
3,bi_bikol_tagalog,cebuano_test,trad,57.1429,0.0,0.571,0.358,0.2364,0.4096666666666667,TGL+BCL,CEB,TRAD,CEB | TRAD
3,bi_bikol_tagalog,tagalog_test,trad_clgsngo,33.9623,0.371,0.34,0.3,0.0318,0.3333333333333333,TGL+BCL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
3,bi_bikol_tagalog,bikol_test,trad_clgsngo,76.6667,0.0,0.767,0.166,0.6067,0.5696666666666667,TGL+BCL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
3,bi_bikol_tagalog,cebuano_test,trad_clgsngo,52.8571,0.426,0.529,0.39,0.1582,0.38233333333333336,TGL+BCL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
3,bi_cebuano_bikol,tagalog_test,trad,33.9623,0.0,0.34,0.302,0.0384,0.27599999999999997,BCL+CEB,TGL,TRAD,TGL | TRAD
3,bi_cebuano_bikol,bikol_test,trad,66.6667,0.0,0.667,0.199,0.4545,0.49766666666666665,BCL+CEB,BCL,TRAD,BCL | TRAD
3,bi_cebuano_bikol,cebuano_test,trad,62.8571,0.0,0.629,0.29,0.3605,0.4753333333333334,BCL+CEB,CEB,TRAD,CEB | TRAD
3,bi_cebuano_bikol,tagalog_test,trad_clgsngo,37.7358,0.0,0.377,0.289,0.0876,0.306,BCL+CEB,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
3,bi_cebuano_bikol,bikol_test,trad_clgsngo,76.6667,0.0,0.767,0.147,0.6125,0.568,BCL+CEB,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
3,bi_cebuano_bikol,cebuano_test,trad_clgsngo,64.2857,0.617,0.643,0.272,0.3961,0.547,BCL+CEB,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
3,bi_tagalog_cebuano,tagalog_test,trad,39.6226,0.402,0.396,0.296,0.0969,0.39033333333333337,CEB+TGL,TGL,TRAD,TGL | TRAD
3,bi_tagalog_cebuano,bikol_test,trad,70.0,0.779,0.7,0.163,0.5255,0.6463333333333333,CEB+TGL,BCL,TRAD,BCL | TRAD
3,bi_tagalog_cebuano,cebuano_test,trad,58.5714,0.508,0.586,0.309,0.2949,0.4796666666666667,CEB+TGL,CEB,TRAD,CEB | TRAD
3,bi_tagalog_cebuano,tagalog_test,trad_clgsngo,39.6226,0.402,0.396,0.296,0.0969,0.39033333333333337,CEB+TGL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
3,bi_tagalog_cebuano,bikol_test,trad_clgsngo,70.0,0.779,0.7,0.163,0.5255,0.6463333333333333,CEB+TGL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
3,bi_tagalog_cebuano,cebuano_test,trad_clgsngo,60.0,0.552,0.6,0.296,0.3223,0.5073333333333333,CEB+TGL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
3,all_languages,tagalog_test,trad,39.6226,0.4,0.396,0.281,0.1139,0.3793333333333333,ALL,TGL,TRAD,TGL | TRAD
3,all_languages,bikol_test,trad,73.3333,0.763,0.733,0.132,0.5789,0.6703333333333333,ALL,BCL,TRAD,BCL | TRAD
3,all_languages,cebuano_test,trad,61.4286,0.553,0.614,0.297,0.3375,0.492,ALL,CEB,TRAD,CEB | TRAD
3,all_languages,tagalog_test,trad_clgsngo,37.7358,0.374,0.377,0.296,0.0814,0.365,ALL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
