fold,train_set,test_set,feature_set,accuracy,f1_weighted,precision_weighted,recall_weighted,kappa,f1_macro
4,mono_bikol,tagalog_test,mbert,37.7358,0.0,0.377,0.284,0.0933,0.3066666666666667
4,mono_bikol,bikol_test,mbert,70.0,0.714,0.7,0.147,0.5304,0.6386666666666666
4,mono_bikol,cebuano_test,mbert,55.0725,0.477,0.551,0.255,0.2891,0.4716666666666667
4,mono_bikol,tagalog_test,all,35.8491,0.0,0.358,0.291,0.0687,0.291
4,mono_bikol,bikol_test,all,73.3333,0.758,0.733,0.117,0.5897,0.6926666666666667
4,mono_bikol,cebuano_test,all,57.971,0.546,0.58,0.265,0.3199,0.5343333333333333
4,mono_bikol,tagalog_test,xlmr,26.4151,0.0,0.264,0.264,0.0,0.13933333333333334
4,mono_bikol,bikol_test,xlmr,70.0,0.719,0.7,0.136,0.5345,0.6386666666666667
4,mono_bikol,cebuano_test,xlmr,57.971,0.431,0.58,0.301,0.2927,0.4543333333333333
4,mono_bikol,tagalog_test,all_xlmr,26.4151,0.0,0.264,0.264,0.0,0.13933333333333334
4,mono_bikol,bikol_test,all_xlmr,76.6667,0.78,0.767,0.104,0.6386,0.7236666666666668
4,mono_bikol,cebuano_test,all_xlmr,59.4203,0.448,0.594,0.28,0.3242,0.47333333333333333
4,mono_cebuano,tagalog_test,trad,39.6226,0.317,0.396,0.325,0.0681,0.3063333333333333
4,mono_cebuano,bikol_test,trad,63.3333,0.54,0.633,0.221,0.4022,0.48900000000000005
4,mono_cebuano,cebuano_test,trad,65.2174,0.483,0.652,0.268,0.4084,0.5196666666666667
4,mono_cebuano,tagalog_test,trad_clgsngo,41.5094,0.262,0.415,0.315,0.0987,0.306
4,mono_cebuano,bikol_test,trad_clgsngo,66.6667,0.571,0.667,0.202,0.4545,0.5156666666666666
4,mono_cebuano,cebuano_test,trad_clgsngo,66.6667,0.486,0.667,0.263,0.4338,0.5316666666666666
4,mono_cebuano,tagalog_test,mbert,37.7358,0.367,0.377,0.355,0.024,0.3233333333333333
4,mono_cebuano,bikol_test,mbert,40.0,0.601,0.4,0.189,0.1867,0.397
4,mono_cebuano,cebuano_test,mbert,72.4638,0.727,0.725,0.149,0.5725,0.7206666666666667
4,mono_cebuano,tagalog_test,all,41.5094,0.399,0.415,0.334,0.0821,0.3463333333333334
4,mono_cebuano,bikol_test,all,50.0,0.669,0.5,0.164,0.3045,0.496
4,mono_cebuano,cebuano_test,all,75.3623,0.749,0.754,0.153,0.6087,0.743
4,mono_cebuano,tagalog_test,xlmr,45.283,0.462,0.453,0.312,0.1466,0.4093333333333333
4,mono_cebuano,bikol_test,xlmr,66.6667,0.708,0.667,0.166,0.4863,0.636
4,mono_cebuano,cebuano_test,xlmr,75.3623,0.756,0.754,0.179,0.5913,0.7146666666666667
4,mono_cebuano,tagalog_test,all_xlmr,43.3962,0.495,0.434,0.332,0.1067,0.3786666666666667
4,mono_cebuano,bikol_test,all_xlmr,63.3333,0.686,0.633,0.175,0.4416,0.601
4,mono_cebuano,cebuano_test,all_xlmr,76.8116,0.77,0.768,0.165,0.6171,0.7319999999999999
4,bi_bikol_tagalog,tagalog_test,trad,32.0755,0.305,0.321,0.352,-0.0308,0.3016666666666667
4,bi_bikol_tagalog,bikol_test,trad,56.6667,0.482,0.567,0.26,0.2986,0.4336666666666667
4,bi_bikol_tagalog,cebuano_test,trad,60.8696,0.541,0.609,0.268,0.3495,0.5196666666666666
4,bi_bikol_tagalog,tagalog_test,trad_clgsngo,39.6226,0.455,0.396,0.349,0.052,0.361
4,bi_bikol_tagalog,bikol_test,trad_clgsngo,66.6667,0.0,0.667,0.224,0.4444,0.49433333333333335
4,bi_bikol_tagalog,cebuano_test,trad_clgsngo,52.1739,0.498,0.522,0.311,0.225,0.49033333333333334
4,bi_bikol_tagalog,tagalog_test,mbert,56.6038,0.566,0.566,0.231,0.3397,0.5670000000000001
4,bi_bikol_tagalog,bikol_test,mbert,66.6667,0.685,0.667,0.18,0.4718,0.6096666666666667
4,bi_bikol_tagalog,cebuano_test,mbert,50.7246,0.468,0.507,0.24,0.251,0.433
4,bi_bikol_tagalog,tagalog_test,all,54.717,0.56,0.547,0.253,0.303,0.5453333333333333
4,bi_bikol_tagalog,bikol_test,all,76.6667,0.747,0.767,0.132,0.625,0.6916666666666668
4,bi_bikol_tagalog,cebuano_test,all,52.1739,0.475,0.522,0.235,0.273,0.447
4,bi_bikol_tagalog,tagalog_test,xlmr,47.1698,0.513,0.472,0.237,0.2323,0.4613333333333333
4,bi_bikol_tagalog,bikol_test,xlmr,70.0,0.73,0.7,0.131,0.5408,0.6656666666666666
4,bi_bikol_tagalog,cebuano_test,xlmr,53.6232,0.428,0.536,0.244,0.2791,0.42766666666666664
4,bi_bikol_tagalog,tagalog_test,all_xlmr,45.283,0.467,0.453,0.252,0.2032,0.4406666666666667
4,bi_bikol_tagalog,bikol_test,all_xlmr,73.3333,0.766,0.733,0.112,0.5904,0.6953333333333332
4,bi_bikol_tagalog,cebuano_test,all_xlmr,53.6232,0.459,0.536,0.304,0.2449,0.468
4,bi_cebuano_bikol,tagalog_test,trad,41.5094,0.405,0.415,0.315,0.0992,0.391
4,bi_cebuano_bikol,bikol_test,trad,63.3333,0.682,0.633,0.154,0.4518,0.6096666666666667
4,bi_cebuano_bikol,cebuano_test,trad,69.5652,0.693,0.696,0.202,0.5048,0.6743333333333333
4,bi_cebuano_bikol,tagalog_test,trad_clgsngo,37.7358,0.372,0.377,0.337,0.0411,0.3586666666666667
4,bi_cebuano_bikol,bikol_test,trad_clgsngo,63.3333,0.669,0.633,0.171,0.4369,0.5943333333333333
4,bi_cebuano_bikol,cebuano_test,trad_clgsngo,72.4638,0.748,0.725,0.162,0.5605,0.7126666666666667
4,bi_cebuano_bikol,tagalog_test,mbert,41.5094,0.405,0.415,0.327,0.0928,0.385
4,bi_cebuano_bikol,bikol_test,mbert,70.0,0.78,0.7,0.126,0.5455,0.6823333333333333
4,bi_cebuano_bikol,cebuano_test,mbert,69.5652,0.729,0.696,0.191,0.5093,0.6880000000000001
4,bi_cebuano_bikol,tagalog_test,all,39.6226,0.371,0.396,0.334,0.0661,0.36133333333333334
4,bi_cebuano_bikol,bikol_test,all,73.3333,0.766,0.733,0.112,0.5904,0.6953333333333332
4,bi_cebuano_bikol,cebuano_test,all,68.1159,0.72,0.681,0.196,0.4882,0.6779999999999999
4,bi_cebuano_bikol,tagalog_test,xlmr,41.5094,0.402,0.415,0.324,0.0948,0.38133333333333336
4,bi_cebuano_bikol,bikol_test,xlmr,66.6667,0.731,0.667,0.169,0.4828,0.6403333333333333
4,bi_cebuano_bikol,cebuano_test,xlmr,71.0145,0.731,0.71,0.176,0.5354,0.6976666666666667
4,bi_cebuano_bikol,tagalog_test,all_xlmr,41.5094,0.435,0.415,0.321,0.0987,0.4086666666666667
4,bi_cebuano_bikol,bikol_test,all_xlmr,70.0,0.741,0.7,0.161,0.5304,0.6726666666666666
4,bi_cebuano_bikol,cebuano_test,all_xlmr,69.5652,0.714,0.696,0.189,0.51,0.6826666666666666
4,bi_tagalog_cebuano,tagalog_test,trad,43.3962,0.406,0.434,0.305,0.1259,0.37666666666666665
4,bi_tagalog_cebuano,bikol_test,trad,60.0,0.588,0.6,0.206,0.3739,0.52
4,bi_tagalog_cebuano,cebuano_test,trad,68.1159,0.652,0.681,0.22,0.4801,0.638
4,bi_tagalog_cebuano,tagalog_test,trad_clgsngo,45.283,0.442,0.453,0.295,0.1541,0.38799999999999996
4,bi_tagalog_cebuano,bikol_test,trad_clgsngo,60.0,0.586,0.6,0.228,0.3628,0.515
4,bi_tagalog_cebuano,cebuano_test,trad_clgsngo,63.7681,0.584,0.638,0.252,0.4066,0.5836666666666667
4,bi_tagalog_cebuano,tagalog_test,mbert,58.4906,0.584,0.585,0.227,0.369,0.592
4,bi_tagalog_cebuano,bikol_test,mbert,40.0,0.737,0.4,0.167,0.1964,0.4143333333333333
4,bi_tagalog_cebuano,cebuano_test,mbert,65.2174,0.656,0.652,0.195,0.4563,0.6486666666666666
4,bi_tagalog_cebuano,tagalog_test,all,52.8302,0.521,0.528,0.233,0.2948,0.4706666666666666
4,bi_tagalog_cebuano,bikol_test,all,53.3333,0.769,0.533,0.134,0.3538,0.5463333333333333
4,bi_tagalog_cebuano,cebuano_test,all,62.3188,0.614,0.623,0.22,0.4067,0.61
4,bi_tagalog_cebuano,tagalog_test,xlmr,56.6038,0.581,0.566,0.231,0.3389,0.5543333333333333
4,bi_tagalog_cebuano,bikol_test,xlmr,60.0,0.663,0.6,0.194,0.3929,0.5673333333333334
4,bi_tagalog_cebuano,cebuano_test,xlmr,75.3623,0.754,0.754,0.139,0.6133,0.746
4,bi_tagalog_cebuano,tagalog_test,all_xlmr,56.6038,0.581,0.566,0.231,0.3389,0.5543333333333333
4,bi_tagalog_cebuano,bikol_test,all_xlmr,60.0,0.663,0.6,0.194,0.3929,0.5673333333333334
4,bi_tagalog_cebuano,cebuano_test,all_xlmr,73.913,0.746,0.739,0.137,0.5917,0.7273333333333333
4,all_languages,tagalog_test,trad,49.0566,0.556,0.491,0.298,0.1997,0.45333333333333337
4,all_languages,bikol_test,trad,60.0,0.683,0.6,0.161,0.4079,0.5670000000000001
4,all_languages,cebuano_test,trad,69.5652,0.727,0.696,0.148,0.5342,0.6996666666666668
4,all_languages,tagalog_test,trad_clgsngo,49.0566,0.632,0.491,0.303,0.1938,0.432
4,all_languages,bikol_test,trad_clgsngo,60.0,0.637,0.6,0.178,0.3939,0.5523333333333333
4,all_languages,cebuano_test,trad_clgsngo,69.5652,0.727,0.696,0.148,0.5368,0.7043333333333334
4,all_languages,tagalog_test,mbert,56.6038,0.602,0.566,0.249,0.3261,0.5463333333333333
4,all_languages,bikol_test,mbert,66.6667,0.704,0.667,0.144,0.4889,0.6116666666666667
4,all_languages,cebuano_test,mbert,66.6667,0.679,0.667,0.181,0.4834,0.6699999999999999
4,all_languages,tagalog_test,all,49.0566,0.492,0.491,0.282,0.2133,0.4726666666666666
4,all_languages,bikol_test,all,73.3333,0.771,0.733,0.106,0.5932,0.694
4,all_languages,cebuano_test,all,68.1159,0.698,0.681,0.168,0.5079,0.6846666666666668
4,all_languages,tagalog_test,xlmr,47.1698,0.474,0.472,0.291,0.1837,0.453
4,all_languages,bikol_test,xlmr,63.3333,0.686,0.633,0.175,0.4416,0.601
4,all_languages,cebuano_test,xlmr,71.0145,0.714,0.71,0.155,0.5444,0.691
4,all_languages,tagalog_test,all_xlmr,50.9434,0.524,0.509,0.274,0.242,0.5
4,all_languages,bikol_test,all_xlmr,73.3333,0.752,0.733,0.128,0.5862,0.6943333333333334
4,all_languages,cebuano_test,all_xlmr,75.3623,0.771,0.754,0.134,0.6129,0.7463333333333333
